Company,Date,JobLoc,JobTitle,Qualifications,Salary,Text
Health Symphony,7 days ago,Chicago,COVID-19 Call Center Support Agent,High school or equivalent (Preferred)Customer Service: 1 year (Preferred),$15 an hour,"We are recruiting candidates for our growing COVID-19 call center! This is entirely a work from home remote Customer Support Agent position includes a signing bonus of $200!! We will also provide you paid training in preparation for this role to make sure you are well equipped and informed to handle all calls with professionalism. For those who do not have a laptop to use- we will provide one!Responsibilities: Take incoming calls and provide scripted answers to provide caller with general info or specific information tied to their claim.Make outgoing calls to verify and validate received documentsUse email and computer internet as needed to complete forms and documents that capture call infoDirect all escalated calls to manager as neededRequirements: Previous customer service experience preferred but not requiredMust be a U.S. citizenCan speak and read English clearlyAbility to pass a federal background checkHigh school diploma/ GEDHome Office Requirements: Hardwired internet (ethernet) connectionStandard internet speed requiredPrivate work area and adequate power sourceJob Types: Full-time, Part-time, TemporarySchedule:Monday to Friday, potential for weekend hoursWork Remotely:YesJob Types: Full-time, Part-time, ContractPay: $15.00 per hourSchedule:Monday to FridayNo nightsWeekendsSupplemental Pay:Bonus payEducation:High school or equivalent (Preferred)Experience:Customer Service: 1 year (Preferred)Work Location:Fully RemoteThis Job Is:A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or moreA job for which all ages, including older job seekers, are encouraged to applyOpen to applicants who do not have a college diplomaCOVID-19 Precaution(s):Remote interview process"
CoventBridge Group,8 days ago,Chicago,Claims Investigator - Full Time,,NA,"Overview:

Claims Investigator
Chicago, Illinois area

Immediate need for a Claims Investigator within the largest worldwide investigative solutions company.
Join CoventBridge Group as it continues its expansion into all areas of investigations, allowing continual growth for its employees.

CoventBridge Group offers the most premiere compensation and benefits package in the industry.
This includes medical, dental, vision, life,
long-term and short-term disability, monthly vehicle allowance, company fuel card, company matched 401k and more.
Responsibilities:

Responsibilities:
Ability to conduct multiple types of complex claims investigations
Daily submission of updates regarding work performed on each case
Ability to manage time
Maintain a sufficient level of client billable hours
Write and record detailed statements
Conduct scene investigations
Submit professional and client ready investigative reports
Conduct background/activity checks and courthouse research
Due to driving, constant state of alertness in a safe manner is an essential function of this position
Requirements:
Must have current PERC in IL and eligible to be licensed in surrounding states.
1 year or more of full time report writing experience on field investigations cases.
Field investigations experience – Face to face statements
Ability and willingness to travel within a multi-state coverage area. (as necessary)
Experienced in investigation of product/auto/general liability claims, Workers Compensation, disability claims, life insurance and contestable death claims
Flexibility to work varied/irregular hours and days including nights, weekends.
Reliable and fuel efficient vehicle with minimum of auto liability insurance.
Possess or is willing to purchase: digital recording device and laptop computer with Windows Operating System with access to Microsoft Word and other necessary equipment for position
Preferred Skills/Experience:
Experience as a Private Investigator or detective
Military or Law Enforcement background
Comprehensive knowledge of insurance law and underwriting
Self-starter who holds themselves accountable for results and performance.
Strong attention to detail with commitment to accuracy and quality
Ability to adapt and work under stressful and sensitive situations
Can type 50 words or more a minute
Qualifications:

Benefits:
Flexibility to self-schedule
Ability to work from home based office
Paid time off
Monthly vehicle allowance and company fuel card
Company cell phone
Premier Benefits Package including: Medical, Dental, Vision plans
Employer paid Life, LTD, STD insurance
Company matching 401(k)
Travel and report writing compensation
Company paid investigator licensing fees
Ongoing career development training
Competitive pay
About Us:

CoventBridge Group is a full-service investigation company providing: Surveillance, SIU and Compliance, Claims Investigation, Counter-Fraud Programs, Desktop Investigations, Social Media, Record Retrieval, Canvasses and Vendor Management programs. The company provides top tier data privacy and security practices, deploys robust case management technology customized to clients’ needs and delivers worldwide coverage via its 1000 employees and affiliates worldwide.CoventBridge is proud to be an EEO-AA employer M/F/D/V

ind123"
Randstad General Staffing,8 days ago,Chicago,Remote Insurance Rating Specialist,,$22 - $24 an hour,"We are seeking candidates with at least 3 years of commercial insurance experience to help commercial customers with new business rating transactions, new business quotes, new business policy issuance for two or more lines of business in speciality lines. Must have a sense of urgency as well as having 100% accuracy and attention to detail. This role is a 6 month contract opporunity with possibilites to go permanent - a great opportunity to showcase your skills with a global company. Please apply and answer the pre-screening questions for immediate consideration!

Responsibilities
Reviews incoming business transactions and related information for completeness, accuracy, and quality. Works with underwriter, underwriting technician, distributors and other areas to resolve any discrepancies and process new business related transactions and insurance policies in a timely manner.
Performs rating, re-rating, pricing and third party data gathering and validation to support new business quotes and policy issuance for multiple lines of business. Performs manual rating functions for non-system supported coverages.
Gathers third party data and insurance application data to record information in predictive modeling tools that enable the underwriter new business risk selection and pricing decision process. Data gathering includes reviewing exposures, loss experience and other account information to ensure accurate entry to underwriting proprietary tools and models.


Skills

insurance (3 years of experience is required)
commercial insurance (3 years of experience is required)
internet access as this is WFH (1 year of experience is required)
commercial lines (3 years of experience is required)
insurance products and service (3 years of experience is required)
accuracy and efficiency (5 years of experience is preferred)
insurance rating (3 years of experience is preferred)
quoting insurance policies
property and casualty (5 years of experience is preferred)
Education
Associates (required)
Qualifications

Years of experience: 3 years
Experience level:Experienced
Shift: First

Working hours: 8 AM - 5 PM

Randstad is a world leader in matching great people with great companies. Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company. Whether you're looking for temporary, temporary-to-permanent or permanent opportunities, no one works harder for you than Randstad. EEO Employer: Race, Religion, Color, National Origin, Citizenship, Sex, Sexual Orientation, Gender Identity, Age, Disability, Ancestry, Veteran Status, Genetic Information, Service in the Uniformed Services or any other classification protected by law."
"Field Services Unlimited, LLC",13 days ago,Chicago,Architectural Surveyor/ 3D Scanning Specialist,"Experience:Architectural Survey, 1 year (Preferred)Work authorization:United States (Required)Required travel:75% (Required)",NA,"ARCHITECTURAL SURVEYOR / 3D SCANNING SPECIALIST (NOT A LAND SURVEYING POSITION)Since 1992, Field Services Unlimited, (FSU) has been delivering architectural as-built surveys to retailers, architects, restaurant owners/franchisees, health care providers, financial service companies, and facility managers across North America. We provide the cornerstone for renovation and construction projects by precisely documenting existing conditions. We provide our clients with Revit and AutoCAD as-built drawings, site evaluations, customized architectural as-built and facility assessment surveys. Our surveys, facility assessments and site due diligence provides our clients with the information and confidence needed to make their facility renovations run smoothly. At FSU, we do everything within our power to ensure the job is done right, saving our clients time and money down the road.FSU is seeking to fill a full-time position for an Architectural Surveyor/3D Scanning Specialist. This position includes on-site documentation of existing conditions of commercial /retail spaces using a LeicaBLK 360 to create a point cloud. This individual will be fully trained to use the scanning equipment, however, previous experience in traditional architectural surveying is required.Surveyor Requirements – The successful candidate will have a general understanding of building construction, architectural drafting using AutoCAD, the ability to read construction documents and experience documenting existing conditions for commercial spaces. Timely communication with team members is critical in delivering complete and accurate survey documents within the scheduled deadline. This position will involve extensive weekday travel and occasional weekend travel. The ability and willingness to travel to all 50 states is a requirement of this positionQualifications: Deadline and detail-orientedProficient in AutoCADRevit knowledge a plusGeneral understanding of building constructionAbility to read and understand construction documentsTech-savvy – able to learn new technology quicklyCommunicates with team effectivelyTeam mentalityDenver area candidates preferred, however candidates living in other areas of the USA will be considered if they live within a reasonable distance to a major airport.Salary is dependent on experience.1355 South Colorado Blvd. Building C Suite 801  * Denver, CO 80222(303) 355-7274 (303) 355-3550 www.fsusurveyor.comJob Type: Full-timeBenefits:401(k)401(k) MatchingDental InsuranceHealth InsuranceLife InsurancePaid Time OffRetirement PlanSchedule:Monday to FridayExperience:Architectural Survey: 1 year (Preferred)Work authorization:United States (Required)Required travel:75% (Required)Application Question:Do you currently reside in the greater Denver, CO area?Work Location:On the roadWork Remotely:Yes"
Reynolds and Reynolds,8 days ago,Chicago,Entry Level Software Sales Trainee,,"$50,000 a year","Paid training, company car, home office, medical, dental, vision, 6% 401K matching, promotion from within...what a great way to start a career in sales!Position Description: Reynolds and Reynolds is seeking motivated and hard-working Entry Level Software Sales Trainee to join our growing team. As an Entry Level Software Sales Trainee, you will enroll in our 12 month training program. This program is comprised of both field based and classroom style training. The classroom training is located at our award winning Reynolds University in Dayton, OH. Every month you will travel to Dayton for 1-2 weeks of courses covering a variety of topics, including dealership operations, sales techniques, and negotiation skills. When you are not in Dayton, you will be working with your assigned Sales Mentor in the field, observing the sales process and assisting them on their calls. You will also be given the opportunity to travel with our customer service and installation teams to enhance your knowledge of our products. During the 12 months of training, you can expect to travel up to 75% of the time.Once you complete the training program, you will relocate to your assigned territory and become a Sales Professional. Relocation assistance to this new territory will be provided by the company. In this role you will be responsible for achieving designated monthly and annual quotas by selling Reynolds software products and services to new and existing customers. As a Sales Professional (and Trainee) you will have a home office and will be provided a company car, laptop, iPhone, and other office equipment.Requirements: Bachelor’s degreeMust be a self-starter with good time management skillsAbility to build strong customer relationshipsExcellent oral and written communication skillsWilling to relocate after successful completion of the 12 month training program (relocation assistance provided by the company)Ability to travel (overnight) approximately 75% during trainingBenefits: We strive to offer an environment that provides our associates with the right balance between work and family. We offer a comprehensive benefits package including:Medical, dental, vision, and life insurance401(k) with up to 6% matchingCompany car for business and personal useWorking remotely with an iPhone, laptop, and other provided home office equipmentProfessional development and trainingPromotion from withinReferral bonusesAssociate discounts for cell phones, cars, computers, entertainment, and much moreCompany Information:  Founded in 1866, Reynolds and Reynolds provides print, marketing, and software solutions to the automotive industry (www.reyrey.com). We offer solutions for each area of the dealership including parts, service, accounting, and sales.Reynolds and Reynolds promotes a healthy lifestyle by providing a non-smoking environment.Reynolds and Reynolds encourages applicants of all ages and experience to apply, as we do not discriminate on the basis of ageJob Type: Full-timePay: $50,000.00 per year"
Lighthouse Lab Services,13 days ago,Chicago,National Laboratory Sales Manager,,"$100,000 a year","Are you looking to bring your laboratory sales and management skills to an established toxicology/molecular testing laboratory? Lighthouse Lab Services is representing a growing laboratory that is looking to hire a National Laboratory Sales Manager who can help them grow to the next level.
In this role, you will have the opportunity to market a truly exceptional business to your existing client base, offering an enhanced service line and a personalized touch otherwise lacking from your current setting. The ideal candidate for this role is an experienced laboratory sales manager with prior experience selling into both clinic and hospital settings. The ability to manage a sales pipeline, but also direct a robust sales force is essential. Although we prefer the candidate to relocate to the lab's location, the sales territories can and should be diverse and for the right candidate, a remote work arrangement may be an option. For your efforts and results, you will receive a generous base salary and incentive package. If this sounds appealing, and you resemble the below profile, we would love to hear from you.
Basic Preferred Profile:
5+ years of laboratory sales leadership experience.
Demonstrable record of sales pipeline growth.
Existing and moveable relationships in the clinical diagnostics market.
Robust sales experience in the Midwestern US preferred, but most regions accepted.
About Us:
At Lighthouse Lab Services, we offer solutions to help start, grow, and run clinical laboratories. Our recruiting team has over 17 years of proven success placing job seekers in positions ranging from entry-level Medical Technologists to seasoned Laboratory Directors. We recruit nationwide, for permanent and travel positions with clients ranging from small hospitals to large reference laboratories.
It is the policy of Lighthouse Lab Services to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Lighthouse Lab Services will provide reasonable accommodations for qualified individuals with disabilities.
Lighthouse Lab Services | 800-838-0602 | lighthouselabservices.com
#CC Job ID: 13031"
Pandemic Relief Supply,17 days ago,Chicago,Medical Sales Representative,,"$5,000 - $10,000 a month","PandemicReliefSupplyCompany DivisionsFront End SalesClient Discovery: It is important that our outbound sales representatives utilize the tools we can offer for developing new connections. Part of the PRS team uses data scraping tools to generate thorough lead lists. These lead lists include the phone numbers, and email addresses of key decision makers at institutions, corporations and government agencies. All employees can contribute by offering any client lists that they have available, email lists, or help in email marketing.Outbound sales representatives are responsible for connecting with these new clients through relentless outreach by phone, email, LinkedIn etc.Account Management: Sales representatives typically begin by utilizing the general email lists, and call lists that are made available from the Client Discovery team. While the success rate for developing a long-term client relationship on a cold-call may be slim, branching out and making new connections is an essential part of the business. It is the sales representative's mission to find those in need, develop relationships and convert these into recurring accounts. Sales representatives will use our customer facing proprietary software to manage and respond to these clients.Sales Management and Professional Connections: Sales managers have the most success by reaching out to professional or personal connections, with whom there is well established trust. Due to the unfortunate amount of fraud in the marketplace, there is an incredible advantage to working with someone who trusts and understands the success of our team. The world economy is being rebuilt, and business operations require new safe practices and supplies to function. Sales managers bring existing relationships or clients from other spaces and manage their success.For more information visit: https://www.pandemicreliefsupply.com/PandemicReliefSupplyGet To Know Our ProductsIncluded below are the specifications and certification levels of the most demanded PRS products. Although we have access to more products than listed, these are the most important products to be familiar with:1. Nitrile Examination Gloves2. Nitrile All-Purpose Gloves3. Vinyl Examination Gloves4. Latex Examination Gloves5. NIOSH N95 Respirator6. NIOSH N95 Foldable Mask7. NIOSH N95 Adhesive Mask8. Civilian KN95 Foldable Mask9. EUA-CDC KN95 Foldable Mask10. Civilian Disposable Mask Level 111. Civilian Disposable Mask Level 212. Civilian Disposable Mask Level 313. Disposable Isolation Gown Level 114. Disposable Isolation Gown Level 215. Disposable Isolation Gown Level 316. Disposable Isolation Gown Level 417. Medical Face Shield18. Anti-Slip Shoe Covers19. All-Purpose Shoe Covers20. All-Purpose Bouffant Cap21. Sanitizing Wipe Canisters22. Hand Sanitizer BottlesFor more information visit: https://www.pandemicreliefsupply.com/PandemicReliefSupplyGeneral Terms & Abbreviations RFQ/RFP: Request For Quote/Price – company or individual requesting price for an order.PO/LOI: Product Order/Letter of Intent (interchangeable) – formal document with intent to purchase certain products.POL: Proof of Life – Video of product including name of buyer.SGS: Société Générale de Surveillance – A Swiss multinational company headquartered in Geneva, Switzerland which provides inspection, verification, testing and certification services. You can schedule an SGS inspection on any existing lot of products to ensure its quality and validity given in a report.POF/LOA: Proof of funds or Letter of Attestation – either bank statement or lawyer statement verifying funds.NDA: Non-disclosure Agreement – Our NDA is already signed and is a two-wayNDA so we can safely reveal information on suppliers.SOP: Standard Operating Procedure – List of steps required in order purchase a product.Escrow Accounts: Giving money to an attorney who will not release the payment until certain conditions are met. Can be either an attorney from either side. Money will be returned if not satisfactory.L/C: Line of Credit – Instead of an attorney holding payments they require a bank to hold money to be released upon certain requirements met.For more information visit: https://www.pandemicreliefsupply.com/PandemicReliefSupplyGeneral Terms & Abbreviations COD: Cash on Delivery – Cash on delivery is the sale of goods where payment is made on delivery rather than in advance.Net Terms: Net Terms refers to a payment method where the payment for the goods or services delivered are due in a set number of days after the transaction has completed. Ex. Net 30 means payment is due 30 days of the date of delivery.FOB: Free on Board – This means that the buyer is purchasing the product and will cover the logistics and shipping from where they currently located.This is usually close to the supply source. Ex. FOB Shanghai.CIF: Cost, Insurance, Freight – Generally means it does not go through US customs, but we cover the costs for the product, insurance and freight to the location given by the buyer. Responsibility of the USFDA importer of record to bring that through customs. Ex. CIF Los Angeles.LDP: Landed Duties Payed – Product has gone through US customs and all duty tariffs are paid for.DDP: Delivered Duty Paid – Product is delivered to the clients' address.OTG: On The Ground – Product that is currently on the ground in a warehouse in the United States.For more information visit: https://www.pandemicreliefsupply.com/Job Types: Full-time, Part-time, ContractPay: $5,000.00 - $10,000.00 per monthSchedule:Monday to FridaySupplemental Pay:Commission payCOVID-19 considerations:All sales reps will work in the comfort of their own homeContract Length:VariesWork Location:Fully RemotePaid Training:NoManagement:Front End ManagerCompany's website:www.pandemicreliefsupply.comCompany's Facebook page:https://www.facebook.com/prsCOVID/?_tn_=-UC*FCOVID-19 Precaution(s):Remote interview processVirtual meetings"
AnswerLab,17 days ago,Chicago,Marketing Manager (Remote),,NA,"Who We Are

Facebook, Google, FedEx, Amazon, American Express, Walmart. . . all of these companies rely on AnswerLab's research to support key business and product decisions. We are a growing leader in a rapidly growing industry, and we are looking for a full-time remote Marketing Manager to support our team.

Job Purpose

We are looking for an experienced and versatile Marketing Manager to join our team in this newly established role. The Marketing Manager will develop and execute strategies that expand our digital footprint, build brand awareness, and support customer acquisition and retention.


You will play an integral role in building and engaging our client base and creating effective strategies to promote Answerlab’s long-term growth. You will also partner with the Director of Marketing to continue developing the Marketing Manager role and responsibilities. This role requires a high level of flexibility, creativity, attention to detail, and project management skills.

Three Key Role goals:


Drive growth by supporting all phases of the sales cycle with brand-consistent materials and campaigns.
Create compelling campaigns that expand our brand awareness/digital footprint, and lead generation, with a focus on telling customer stories.
Aid in creating new ways of engaging with prospects and customers that make AnswerLab a trusted partner.


Job Responsibilities


Leverage content and customer stories in acquisition programs to grow our subscriber and lead lists
Build out our virtual events/webinar program, including speaker management, content collaboration, and promotion, to meet marketing goals
Develop new approaches to reach and engage our target buyers across digital channels
Collaborate with sales, research, and clients to develop customer stories that articulate the value of our research services
Develop industry-specific content to provide value to core audiences and fuel marketing campaigns
Create marketing and sales collateral communicating the benefits, features, and values of our services
Manage the strategy and setup of paid campaigns
Craft landing pages and lead forms for our content to distribute through relevant paid programs
Assist with the day-to-day operations of AnswerLab.com
Listen and engage in relevant UX community discussions via social channels (e.g., Twitter, Google groups, Slack communities)
Contribute to the overall marketing plan with brand awareness and demand generation ideas and approaches
Stay up-to-date on the latest trends and changes in UI/UX and digital marketing


Knowledge, Skills, and Experience

We understand that outstanding candidates can come from a variety of backgrounds. While specific experience is important, we are ultimately looking for candidates who have the personal characteristics to thrive in a growing client-focused business. The ideal candidate will likely meet many or most of the job criteria listed below.


3+ years of progressive responsibility in digital/traditional marketing roles
Demonstrated ability to write high quality, engaging content aligned with brand tone and messaging (and the ability to provide writing samples as a part of the interview process)
A track record of successfully developing, executing, and optimizing campaigns across multiple digital marketing channels
Demonstrated analytical skills to track and measure the effectiveness of marketing programs
High attention to detail and quality with the ability to work at a fast pace
Self-motivated and able to handle multiple competing priorities
Understanding of B2B marketing programs, lead generation, and sales
Experience using CRM/marketing tools for automation, reporting, campaign analysis, and reporting results; Salesforce and Hubspot experience a plus
Experience using Adobe suite a plus
Ability to thrive in a changing environment and a flexible approach to Marketing assignments.


In addition to expertly meeting the requirements outlined above, your success will be measured on our eight Core Values:


AnswerLab Core Values:


Build trust
Provide amazing service
Support and encourage inclusivity
Jump in to help others
Handle change with flexibility
Innovate our products and processes
Figure it out and get it done
Make AnswerLab a great place to work


Physical Requirements:

Overtime may be required to meet project deadlines
Sitting for extended periods of time
Dexterity of hands and fingers to operate a computer keyboard, mouse, and other devices and objects


Note: This job description is subject to change at any time.

At AnswerLab, our mission is to create experiences people love. This means we strive to make our company a great place to work for people from all walks of life. Hiring people from a wide variety of backgrounds makes our company stronger and helps us achieve our mission.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity and/or expression, status as a veteran, and basis of disability or any other federal, state or local protected class."
Northcentral University,12 days ago,Chicago,Part time faculty | Civil Rights Law | JFK School of Law,,NA,"What We Are Looking For
The School of Law at Northcentral University seeks applications for a non-tenure track, Adjunct Professor in Civil Rights Law for our online JD program.
Adjunct Professors may teach JD courses as assigned. Primary responsibility is to engage students, offer excellent feedback, and inspire students to achieve course and program outcomes relevant to the JD program. This position works closely with other faculty teaching in the discipline, Assistant Dean and Dean.

Essential Functions
The role of Adjunct Professor may include teaching courses within the JD Program.

Demonstrates a commitment to Northcentral’s vision, mission, and goals and those of the School of Law.
Promotes a graduate culture of scholarship, teaching, service, and practice.
Demonstrates commitment to and capacity for Teaching through Engagement teaching model.
Teaches courses in the JD Program.
Participates in initial and ongoing training.
Contributes to developing training materials and provides input on improving training, courses, and processes.
Participates in trial use of new technologies and integrates new technologies into their teaching.
Participates in faculty and staff meetings.
Maintains contact with students via phone, video conferencing, and email through their courses.
Works collaboratively with Academic Advisors to ensure student engagement and success.
Exercises academic freedom in teaching course content and achieving learning outcomes in accordance with University policy, procedures, and curricula.
Participates in program and student assessment procedures, program review, and accreditation efforts.
Performs all educational services in accordance with NCU policies and procedures, the Family Education Rights to Privacy Act, Northcentral University’s Code of Conduct and all other state and federal laws.
Complete all required professional development activities as defined in the Faculty Handbook.
Tasks and projects as assigned by the Dean, or NCU administrators.
Reasonable and consistent attendance to fulfill requirements of the position.

Knowledge, Skills, and Abilities
Experience in legal doctrine and practice, as well as in teaching legal courses.
Skilled in verbal and written communication.
Skill in operating equipment, such as personal computer, fax, copier, phone systems.
Strong analytical and critical thinking skills.
A desire to mentor students through the course.
Excellent organizational and communication skills, with a proven ability to provide timely feedback to students.
Proficient with Microsoft Word and other application in the Microsoft Office suite.

Education and Experience
Juris Doctor degree in law or a related field from a regionally accredited institution
Online teaching experience preferred.
Curriculum development experience preferred.
Experience with the online delivery of education and the systems that support it.
Proficiency in the use of technology in the delivery of education.
Experience in Higher Education preferred.
Experience working in a technology-driven enterprise preferred.
All skills, abilities and education will be considered for minimum qualifications.

Working Conditions
This position operates in a remote, home office environment. This role routinely uses standard office equipment such as computers, printers, and phones.

NCU will not sponsor applicants for work visas.
Who We Are
Northcentral University (NCU) is a private, nonprofit, online University and a proud affiliate of the National University System with its headquarters in California. We are a graduate university, and a global leader in providing access to regionally-accredited higher education.
NCU offers doctoral, master’s and bachelor’s degrees in business, education, law, and psychology, as well as doctoral and master’s degrees in technology, health sciences and marriage and family therapy. Our collective goal at Northcentral University is to improve the human condition through the provision of high-quality online degree programs.
NCU was founded in 1996 to provide working professionals around the world with access to a richly- engaging, professionally-relevant, and academically-rigorous educational programs. Today, we continue to serve that mission. Many students at NCU are first-generation graduate students seeking to contribute to their communities through their pursuit of academic growth, research, and practice.
Though we support faculty and student research, NCU is a teaching university. Our faculty dedicate themselves to serving students through a pedagogical model of Teaching through Engagement (TTE). The goal is for all NCU students, faculty and team members to be actively engaged within the University community. Engagement is more than just grading and giving feedback, it is an active relationship between faculty and student, a give and take of ideas and information.
At NCU, we are widening access to education and reducing educational divides. We are proud of the educational opportunities that we provide, and we recognize that providing this kind of access to all students takes work and collaborative effort. We value diversity of people, thoughts, and ideas. Our global reach affords us the opportunity to teach and learn the significance of diversity – and the power it brings to our endeavors.
Take advantage of this exciting opportunity to join a growing team of passionate individuals.
Apply today!"
Customodal Inc,15 days ago,Chicago,Account Executive,Sales Experience: 1 year (Preferred),$18 - $20 an hour,"OverviewAccount Executives are responsible to develop, coordinate , and maintain a profitable portfolio of clients or “book of business”. Salesmanship, professionalism, and the ability to win new business via an existing network, referrals, and cold calling is essential in this position.ResponsibilitiesEffectively prospect new business, develop leads, sell and on-board new client LTL, FTL and Freight Forwarding business throughout North AmericaManage client accounts to retain existing relationships and grow share of businessSuccessfully negotiate price & service with prospects.Organize and accomplish sales activities in an efficient and economical manner consistent with sales objectivesMaintain excellent communication with external and internal customersKeep fully informed regarding competitor developmentsSafeguard all assigned company assets and proprietary dataFacilitate information meetings with operations team membersEffectively handle special assignments as directed*Qualifications5 years sales experience preferredHistory of involvement in community, athletic or extracurricular activities preferredAbove average enthusiasm, energy, and driveProfessional appearance and demeanorPositive attitudeProven sales skillsValid driver's licenseAbility to travel to meet with clientsKnowledge of surrounding geographical marketIndustry knowledge/experience in LTL, truckload, courier, parcel, ocean forwarding, supply chain, or 3rd Party Logistics.*Job Type: Full-timePay: $18.00 - $20.00 per hourBenefits:Flexible schedulePaid time offSchedule:Monday to FridaySupplemental Pay:Commission payExperience:Sales Experience: 1 year (Preferred)Work Location:Fully RemotePaid Training:YesThis Company Describes Its Culture as:Detail-oriented -- quality and precision-focusedTeam-oriented -- cooperative and collaborativeCompany's website:www.customodal.comCompany's Facebook page:Customodal, IncBenefit Conditions:Waiting period may applyWork Remotely:YesCOVID-19 Precaution(s):Remote interview processTemperature screeningsSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place"
Northcentral University,12 days ago,Chicago,Part time faculty | Torts | JFK School of Law,,NA,"What We Are Looking For
The School of Law at Northcentral University seeks applications for a non-tenure track, Adjunct Professor in Torts for our online JD program.
Adjunct Professors may teach JD courses as assigned. Primary responsibility is to engage students, offer excellent feedback, and inspire students to achieve course and program outcomes relevant to the JD program. This position works closely with other faculty teaching in the discipline, Assistant Dean and Dean.

Essential Functions
The role of Adjunct Professor may include teaching courses within the JD Program.

Demonstrates a commitment to Northcentral’s vision, mission, and goals and those of the School of Law.
Promotes a graduate culture of scholarship, teaching, service, and practice.
Demonstrates commitment to and capacity for Teaching through Engagement teaching model.
Teaches courses in the JD Program.
Participates in initial and ongoing training.
Contributes to developing training materials and provides input on improving training, courses, and processes.
Participates in trial use of new technologies and integrates new technologies into their teaching.
Participates in faculty and staff meetings.
Maintains contact with students via phone, video conferencing, and email through their courses.
Works collaboratively with Academic Advisors to ensure student engagement and success.
Exercises academic freedom in teaching course content and achieving learning outcomes in accordance with University policy, procedures, and curricula.
Participates in program and student assessment procedures, program review, and accreditation efforts.
Performs all educational services in accordance with NCU policies and procedures, the Family Education Rights to Privacy Act, Northcentral University’s Code of Conduct and all other state and federal laws.
Complete all required professional development activities as defined in the Faculty Handbook.
Tasks and projects as assigned by the Dean, or NCU administrators.
Reasonable and consistent attendance to fulfill requirements of the position.

Knowledge, Skills, and Abilities
Experience in legal doctrine and practice, as well as in teaching legal courses.
Skilled in verbal and written communication.
Skill in operating equipment, such as personal computer, fax, copier, phone systems.
Strong analytical and critical thinking skills.
A desire to mentor students through the course.
Excellent organizational and communication skills, with a proven ability to provide timely feedback to students.
Proficient with Microsoft Word and other application in the Microsoft Office suite.

Education and Experience
Juris Doctor degree in law or a related field from a regionally accredited institution
Online teaching experience preferred.
Curriculum development experience preferred.
Experience with the online delivery of education and the systems that support it.
Proficiency in the use of technology in the delivery of education.
Experience in Higher Education preferred.
Experience working in a technology-driven enterprise preferred.
All skills, abilities and education will be considered for minimum qualifications.

Working Conditions
This position operates in a remote, home office environment. This role routinely uses standard office equipment such as computers, printers, and phones.

NCU will not sponsor applicants for work visas.
Who We Are
Northcentral University (NCU) is a private, nonprofit, online University and a proud affiliate of the National University System with its headquarters in California. We are a graduate university, and a global leader in providing access to regionally-accredited higher education.
NCU offers doctoral, master’s and bachelor’s degrees in business, education, law, and psychology, as well as doctoral and master’s degrees in technology, health sciences and marriage and family therapy. Our collective goal at Northcentral University is to improve the human condition through the provision of high-quality online degree programs.
NCU was founded in 1996 to provide working professionals around the world with access to a richly- engaging, professionally-relevant, and academically-rigorous educational programs. Today, we continue to serve that mission. Many students at NCU are first-generation graduate students seeking to contribute to their communities through their pursuit of academic growth, research, and practice.
Though we support faculty and student research, NCU is a teaching university. Our faculty dedicate themselves to serving students through a pedagogical model of Teaching through Engagement (TTE). The goal is for all NCU students, faculty and team members to be actively engaged within the University community. Engagement is more than just grading and giving feedback, it is an active relationship between faculty and student, a give and take of ideas and information.
At NCU, we are widening access to education and reducing educational divides. We are proud of the educational opportunities that we provide, and we recognize that providing this kind of access to all students takes work and collaborative effort. We value diversity of people, thoughts, and ideas. Our global reach affords us the opportunity to teach and learn the significance of diversity – and the power it brings to our endeavors.
Take advantage of this exciting opportunity to join a growing team of passionate individuals.
Apply today!"
