Company,Date,JobLoc,JobTitle,Qualifications,Salary,Text
Thermo Fisher Scientific,6 days ago,NYC,Global Market Development Manager - Biotech Loyalty,,NA,"When you are a part of the team at Thermo Fisher Scientific, you’ll do important work to help make the world healthier cleaner and safer, like helping researchers find cures for cancer, protecting the environment or making sure our food is safe. Your work will have real-world impact, and support to help you achieve your long-term career goals.

How will you make an impact?

We are looking for a talented and results-driven Global Market Development Manager - Biotech Loyalty to join the Biosciences Division’s (BID) Integrated Marketing Programs team. This dynamic, strategic and creative individual will be responsible for retention and advocacy marketing focused primarily on the Biotech market. Their charter will be to develop multi-channel marketing programs that leverage an enticing customer loyalty program to drive increased product adoption, repeat demand, life-time value and incremental revenue primarily from the Biotech market for Thermo Fisher Scientific.
The appointed Marketing Manager will use their comprehensive marketing experience targeting or working in the Biotech market, scientific knowledge and customer-centricity to identify and execute against the most effective go-to-market strategies to gain new customers and grow share of wallet. This highly collaborative individual will need to work effectively across multiple marketing, sales and operations functions, leading and influencing cross-functional teams to drive results.
The successful individual will enjoy working with intensity, can drive strategy to action, have exceptional organization and communication skills with a diverse marketing skill set. A scientific education is a necessity with a background in cell, protein or molecular biology a plus, combined with solid business acumen to achieve goals on time.
Their ability to prioritize and manage multiple parallel projects and work comfortably in a highly matrixed environment will allow them to demonstrate that they are a keen team player while being able to complete projects independently that make a positive impact on the business and customers.

What will you do?
Develop and execute against tactical marketing plans to drive customer acquisition, retention and advocacy for primarily but not limited to BID consumable products
Create and deploy marketing content across multiple on and off-line channels for both acquisition and retention marketing
Utilize analytical tools and revenue reporting data to make sound marketing decisions to exceed financial and marketing performance objectives
Develop sales and marketing training material to excite and activate commercial and Business Unit teams to be successful in target segments
Lead, without direct authority, dynamic cross-functional project teams to complete tasks on time and within budget
Develop product and application workflows to drive cross-sell and up-sell activities within loyalty program
Interact with varying levels of leadership to report on progress and escalate challenges
May perform other related duties as required and/or assigned
What skills will lead to success?
Identifies problems, answers questions, gain cooperation of others and implement efficient solutions.
Exceptional project management skills, attention to detail, strong time management skills and deadline driven
Fast and self-starter learner, with ability to work in a dynamic team adapting quickly to a changing environment
Strong understanding and experience with digital media and how they influence customer behavior
Customer journey mapping
Analytical and able to make justifiable data-driven decisions to drive growth, maintain a designated budget and provide metrics to ensure strong return on investment
Ability to lead and provide functional area guidance and expertise to the broader team.
Provide regularly oral and written communication of metrics, successes, failures, best practices etc. to improve the overall operating efficiency of the team.
Must be willing to learn and take coaching from peers and supervisors/superiors, both in success and failure.
Must have a can-do attitude, as well as the ability to overcome failures to produce success with a “never give up” approach.
How will you get there?
6+ total years of marketing experience with a minimum of 3 years successfully and independently developing and implementing marketing plans
Experience in life sciences, biotech or related field required, with intimate knowledge of the North America market
Demonstrated knowledge and experience of retention and advocacy marketing, particularly through digital marketing channels
Collaborates easily and effectively with an ability to influence without direct authority
Minimum Education:
Bachelor's Degree

This position may be remote for the ideal candidate."
FIABLE CONSULTING INC,6 days ago,NYC,Healthcare Business Analyst,,"$55,290 - $129,621 a year","Please fill the below Google Form via below Link- Very Important - Only Names in the Google Form will be contactedhttps://forms.gle/oGtWTbNwDfDBCq447Mandatory Requirements and key responsibilities: 8+ years of overall experience as Business Analyst5+ Years of experience in US health care domain with hands on in analyzing analytics ready datasets and understand the nuances in these data sets.5+ Years of experience in doing BA role for Data warehouse projectsUnderstanding and experience of Product Development Life Cycle, Business Requirement Specification documentation and experience of working in an Agile environment.Strong Healthcare BA, well versed with Meaningful Use, EMRs in preferably, Lab Ordering Systems and CCDASound knowledge of workflows related to Provider, Patient Portal, Care plan management, etcShould be well versed with HL7 standardsPossess an understanding of claims data, including ICD-10 CPT codes, DRGs, health status, Risk Adjustment Factor (RAF), and other risk adjustersKnowledge on EDI, XML or ANSI X12 837 TransactionsDevelop understanding of business and operational strategies and identify critical metrics /required to support those strategiesAbility to handle various data sources, to develop reporting capabilities and valuable insights across these data sources is key.In-depth understanding of value-based payment models, managed care risk contracts, and ACO operationsAbility to comprehend business needs, convert them into BRD & TRD (Business/Technical requirement document), develop implementation roadmap and execute on time. Preferred qualificationsPersonal drive and positive work ethic to deliver results within tight deadlines and in demanding situationsFlexibility to adapt to a variety of engagement types, working hours and work environments and locationsBring a data-driven approach to decision making and exposure to Scrum toolsExcellent oral and written communication, analytical thinking, good interpersonal skills, agile environment experience and good presentation skills.Evaluate business processes, understanding requirements, uncovering areas of improvement and work with Applications Development team for developing and implementing solutions.Perform overall impact analysis of new requirements on the existing system.Prepare test plan document and review test cases/plans prepared by the testing team and Perform user acceptance testing.Job Types: Full-time, ContractPay: $55,290.00 - $129,621.00 per yearSchedule:Monday to FridayWork Remotely:Yes"
Capgemini,6 days ago,NYC,Project Manager - Cyber Security Services (Work Remotely),,NA,"Project Manager - Cyber Security Services (Work Remotely)051792
 *** This position is 100% remote ***
Responsibilities:
 Manage the project plans for the projects and contribute to the overall plan Monitor and control assigned budgets and targets provided by the project manager Manage Implementation to ensure successful progress to project closure Establish and maintain good working relationships with Project managers, Account leads and liaise with other development and support areas to facilitate successful end to end delivery Monitor project progress, regularly report on progress, identify and action potential stoppers and issues Communicate gaps in program performance and escalate as necessary Identify and implement continuous improvement initiatives Ensure cross-program alignment to meet contractual obligations for deliverables and SLAs
Requirements
 Bachelor Degree in relevant space 3+ Years of work experience in project management Strong organizational skills required; including good time management skills Good analytical abilities High level of proficiency in Microsoft Excel, comfortable with pivots and macros Ability to understand the basic components of a complex IT Infrastructure Strong Leadership skills; planning and organizational skills Good interpersonal skills, including teamwork, facilitation and negotiation Must have experience with Project Management Tools like MS Projects and MS Office Preferably PMI certified / trained Cybersecurity background preferred Excellent communication skills
 Ability and comfort interacting with all levels of management, business leaders and technology stakeholders

Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment.
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.


Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.


This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.


Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law


About Capgemini


A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in over 40 countries. The Group reported 2017 global revenues of EUR 12.8 billion (about $14.4 billion USD at 2017 average rate).


Visit us at www.capgemini.com. People matter, results count.

Job Project Manager
Schedule Full-time
Primary Location US-New York
Organization CIS US CORE"
Privcap,6 days ago,NYC,Remote Video Editor (Freelance to Full time),,NA,"As an Editor for Privcap Media, you will be joining a small but growing team of video professionals and storytellers serving a range of financial services clients. We are looking for a team player to join our Post Production team firstly on a one month freelance contract with the goal of bringing you on full-time.

This is a REMOTE position with salary and benefits. We work East Coast Hours

Essential Job Duties:
Edit fast-turnaround scripted presentation style videos with the subject in the upper corner of the screen and PowerPoint slide deck fullscreen

Edit traditional interview/b-roll style videos with guidance from our editorial staff

Keep footage and projects organized according to in-house procedures

Troubleshoot technical issues that arise from large projects w/ multiple assets and editors

Experience:
At least 2 years of experience as a video editor

Strong interpersonal skills; prior exposure to executive-level clients is a plus

Self-motivated, problem solver

Ability to excel within the dynamic demands of a rapidly growing company

Interest in the financial sector a plus

Technical Skills:

High-level proficiency in Adobe Premiere. As many of these edits will need to be same-day or next-day turnaround, we need someone who is very comfortable getting things done quickly and thoroughly.
Access to a high-end editing computer capable of quickly exporting videos
Access to a high speed internet connection (fiber preferred) to easily sync raw footage remotely via Dropbox and quickly upload edited videos
Ability to work from home/remotely and communicate efficiently via Google Chat
Basic proficiency in After Effects is preferred, to make tweaks to things like text/size, but not required"
Dailymotion,6 days ago,NYC,Ad Ops Manager (Traffic Acquisition/Content Sales) (F/M/D),,NA,"Company Description

Dailymotion is the leading video discovery destination & technology that learns about your tastes over time, constantly surfacing the best, most relevant content on the web. Our mission is to provide the best video user experience for consumers on the market, connecting publishers and advertisers to engaged viewers who turn to Dailymotion for their daily fix of the most compelling music, entertainment, news and sports content around.
Through partnerships with the world's leading publishers and content creators, France Télévisions, Le Monde, CBS, Bein Sports, CNN, GQ, Universal Music Group, VICE and more, Dailymotion commands 3 billion monthly pageviews across its mobile app, desktop and connected TV experiences. Dailymotion is owned by Vivendi, one of the largest mass-media corporations in the world.
At Dailymotion, we‘re storytellers. We build the best place for people to enjoy the videos that matter. We do this through utilizing and developing cutting-edge technology and pushing the envelope to bring discoverable stories to life through premium content from the world’s best publishers. We do this by helping these publishers grow their audiences and monetize their content, their way.
Dailymotion is proud to be an equal employment opportunity and affirmative action employer. We value inclusion and we want you to help us thrive for a more diverse community.

Job Description

We are looking for an Ad Operations Manager to join the Dailymotion Exchange (DMX) Ad-Operations Team.
Dailymotion has launched its private video ad exchange 2 years ago called Dailymotion Exchange (DMX) and we are now looking for an advertising operations expert to manage monetization with its main demand partners and to manage DMX video inventory locally.
Trafficking:

You will have to manage the execution and the technical deployment of both direct (creative assets and tags) and programmatic (deal IDs, ad-networks) video and display campaigns: Ad-serving, 3rd party tracking, trafficking, optimization, troubleshooting, etc.
Cross-device implementation (desktop, mobile, IPTV & gaming consoles) Saleshouse tags and operations maintenance

Analytics & Operations Strategy:

You will provide high-end monitoring and reporting of the US advertising activity: Monitoring revenues and key KPIs (VTR, CTR, inventory sources, etc.) on direct sales campaign on a daily basis
Monitoring and reporting ROI on content sales/traffic acquisition campaigns on a daily basis
Providing yield strategies and inventory optimization over the entire geographic zone (STR, CPM, global revenues, campaign priority, etc.)
Identifying new levers for operation optimization: Analyzing on-going activity with current partners and pointing risks but also short & mid-terms opportunities
Working on agency QBRs and campaign wrap summaries

Sales support:

You will pair and coordinate on a daily basis with the US sales leads in order to ensure the success of local commercial actions:
Interacting on a day to day basis with agencies’ ad-operations teams (direct & programmatic) to ensure campaigns prosperity
Supporting the Sales Leads during operational and business reviews and acting as a pivotal asset for any operational and technical discussion

Transversal role:

You will have to coordinate with Technical Operations Managers on a regular basis in order to support and assist advertising projects:
Escalating potential technical failures spotted within the operation perspective
Identifying and building specifications on potential market needs requiring some technical developments Supporting the deployment of product projects within a local perspective

Qualifications

Technical skills:
Minimum 3 years of working experience in an ad-ops or campaign manager role within the digital advertising area. Must have programmatic experiences.
Strong knowledge of technical market standards (VAST, VPAID, ad-serving, SSP, DSP, etc.). A good understanding of web standards such as HTML, JS / JSON, Flash etc. is a plus.
Strong analytical and structural problem-solving skills
 Experience with traffic acquisition is a plus
Soft skills:
You are able to interact with several teams and handle projects of different nature (sales, product, etc.)
You are adaptable within a fast changing “start-up” environment
You are able to multitask and prioritize several projects at a time and take initiatives
Additional Information

At Dailymotion, we empower candidates to take action. If this job sounds like a great opportunity for you, be confident in your skills, we are always happy to meet you! If needed, we can accommodate our recruitment process for your special abilities.
Location: NYC
Type of contract: Full-time
Start Date: ASAP
For the NYC Office
High-end Health Insurance (eligibility starting from the 1st day. 100% by Dailymotion)
️ Retirement: 401k eligibility after 90 Days of employment
️ Paid Time off and additional PTO
️ Living Employee Culture (Events / Trainings / Partys / All hands / Dailymotion tradition…)
 Career development support (training / internal mobility / compensation cycle / 360 quarter feedback review …)
Remote Work Policy
 Paternity leave or Co-parental leave extended
 Saving Plan Vivendi
 Public Transport refund
 Fitness Club membership
Want to learn more about us?
Dailymotion.com
New-York office - BuiltIn
Offices in France - Welcome to the Jungle
Our articles"
Channelthon.com,6 days ago,NYC,Online Content Moderator,,$10 - $15 an hour,"We have an exciting new opportunity for an online Content Moderator.AboutChannelthon.com (ChannelThon) is an online database that provides a fun and simple way to discover new, exciting and informative Youtube channels across the world and the faces behind them. We are looking to recruit an online content moderator who will be working remotely to moderate user submitted youtube channel listing via our website.Below are requirements.Approving user submitted youtube channel listings by online users.Deleting submissions that violate our terms and conditions. (Please see our terms)Filter submissions that may be considered, spam and inappropriate or otherwise banning user IP.Answering to website queries and responding to comments as they are received via our website and on our social media channels.Moderate and respond to communication on our social media handles and ensure a socially engaging appropriate conversation prevails.RequirementsMinimum of a Diploma in IT, Journalism or related field.Computer literate on MS Office applications such as MS Excel, MS Access and WordMust have a working computer with reliable working internetAttributesAbility to meet deadlinesGreat editing skillsGreat communications skills both oral and writtenGood at handling large amounts of user generated contentHow To Apply: Send in your application here: https://www.channelthon.com/careers/*Channelthon.com is an equal opportunity employer**Only successful candidates will be contacted for a zoom/skype or in-person interview.**Successful candidates will be remunerated according to deliverables.*Application Deadline:16th February 2021Job Types: Part-time, ContractSalary: $10.00 - $15.00 per hourContract Length:7 - 11 months1 yearMore than 1 yearVariesContract Renewal:PossibleFull Time Opportunity:YesCompany's website:https://www.channelthon.comCompany's Facebook page:https://facebook.com/channelthonCOVID-19 Precaution(s):Remote interview processVirtual meetings"
HG Plus Consulting Inc.,6 days ago,NYC,University Admissions Counselor,Bachelor's (Required)Mandarin Chinese (Preferred),NA,"Los Angeles based education platform is hiring on-line admissions counselors.Responsibilities:Guide and counsel international students and their parents for Admission in US UniversitiesHelp the students in university applications, visas etc.Participate in educational fairsResearch & Development ActivitiesManage EventsREQUIREMENTS:Bachelors' degree or higher completed from US/Canada universities.Good understanding of University application processPrevious admissions experience for US University.Excellent communication & presentation skills.Superior time management ability and ability to manage multiple projects with tight deadlines.Chinese language and knowledge are not necessary but preferred.Job Types: Part-time, ContractEducation:Bachelor's (Required)Experience:college planning / counseling: 4 years (Required)University Admissions: 2 years (Preferred)Language:Mandarin Chinese (Preferred)Contract Renewal:LikelyFull Time Opportunity:YesWork Location:Fully RemoteCOVID-19 Precaution(s):Remote interview processSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place"
Oatly Inc.,6 days ago,NYC,Global Trade & Compliance Analyst (Remote),,NA,"Hello potential future Oatly employee. It’s us, the original oatmilk company that started in Sweden back 25 or so years ago and has since expanded to the U.S. where we’ve continued growing at a rate such that we need more brilliant minds to come work with us to keep the momentum going and the oatmilk flowing.

Sustainability, health, and transparency are the core values that guide everything we do. Basically, we exist to make it easy for people to eat better and live healthier lives without recklessly taxing the planet’s resources in the process. If any of this resonates with you, then maybe you’d like work for Oatly, too. Now onto the formal stuff.
We are looking for a Global Trade & Compliance Analyst to join our team. This role will be responsible for providing operational excellence around all Import / Export transactions and activities between Oatly North America and our Global partners. This individual will establish and maintain strong customer relationships and serve as the single point of contact between freight forwarders, custom brokers, operators, and all International customers to ensure optimum customer service and deliver maximum advantage to the business in the most sustainable, efficient way possible. Additionally, you’ll be responsible for ensuring legal compliance within US Customs & Border Protection rules and regulations.
Here are the things we want to hire you to do:
Manage all import/export daily activities including, but not limited to, all global transaction trade & planning, import/export specific data entry, documentation tracking for all International shipments (air and ocean), including both import and export, maintain accurate import/export compliance record keeping in accordance with US Customs and Border Protection
Plan, quote, direct, and monitor all air and ocean shipments for Oatly import and export operations
Act as the liaison for Oatly North America and customs authorities - this involves research of contested issues, coming up with resolutions to potential customs assessments called out by customs authorities and ensuring timely and compliant filings with governmental authorities
Maintain knowledge of ocean freight tariffs, INCOTERMS, and contracts; as well as container/bunker fuel charges, etc. for successful negotiations with ocean carriers and service providers
Track and monitor entire process of cargo movement and keep customers up to date on movement details based on their expectations
Address any issues that delay the clearance of goods through the import/export entry process, in relation to import logistics in conjunction with the manager of Customs Compliance
Partner with US Customs Compliance to ensure that Warehouse service providers meet the Customs-Trade Partnership Against Terrorism (C-TPAT) minimum security criteria
Ensure all daily, weekly, and monthly Import/Export reports are completed accurately and on time
Maintain excellent cross functional relationships with Oatly corporate personnel, external vendor partners, carriers and internal Warehouse/D.C. team members and managers
Here are the things we think you need:
A solid understanding of Global Trade rules & regulations, Compliance, and Import/Export INCOTERMS
Experience with TMS systems, including prior experiences selecting a TMS supplier, implementing a TMS and maintaining a TMS system
An analytical mindset that can take data, extract meaningful and actionable information, and confidently present it to supply chain leadership
A working knowledge of ERP systems, ideally Microsoft Dynamics 365, and a Solid working proficiency with Excel
An ability to work cross functionally in order to provide accurate and timely Information to our Customer service & Supply Chain teams
A desire to grow within the logistics function and assume increasing levels of responsibility as we continue with our evolution
Here is another list of qualities we think make a good Oatly team member:
You feel connected to our mission of encouraging health, sustainability, and transparency
You are a self-starter who doesn’t need direct supervision to motivate you for success – we believe strongly in building a culture of individual accountability and ownership; Oatly needs partners that can embrace that mentality and be able to exceed expectations while working independently
You are ready to make your mark in a smaller, growing brand leveraging your experience to deliver amazing results to continue building an outstanding company
You have entrepreneurial spirit; in that you are comfortable with ambiguity and are energized by the process of building something lasting from the ground up
You enjoy sharing your quirkiness and talents with your coworkers
Another bulleted list felt redundant, so we wrote this long sentence with all the ways we sweeten the deal to work with us, like providing flexible vacation for starters, really great benefits with 100% medical coverage, genuinely great coworkers who want to see the company and each other succeed, a start-up vibe with an established company history, and being part of a story which changed the world.
Oatly is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status."
Pitcher AG,6 days ago,NYC,Engagement Manager (Service Delivery) - Remote options available,,NA,"Company Description

Pitcher is a rapidly growing software company headquartered in Zurich, Switzerland that is continuing its expansion globally in the regions of EMEA, North America, Latin America and the Asia Pacific. The revolutionary Sales Enablement platform that Pitcher introduced in 2011 enables field sales representatives to execute their jobs more efficiently and thereby drive more sales. It is the super app for corporate salespeople. Across its focus verticals of Life Sciences, Consumer Goods, Manufacturing and Financial Services Pitcher empowers sales teams in over 136 countries to deliver best-in-class customer interactions whilst at the same time making the users' engagement with systems like CRM and ERP an enjoyable experience.
This is a unique opportunity to become part of an exciting journey with the possibility to impact the growth and development of a globally growing innovation company.

Job Description

Summary:
The Engagement Manager (EM) is responsible for the scoping, planning, product presentations, inflight Sales support and ownership of the successful transition of accounts into Service Delivery.
Successful scoping and planning phases are critical to ensure the successful implementation & strategy of our implementation programs. The EM is an integral part of the sales cycle, acting as a solution expert and coordinating closely with the Sales and Delivery Team.
Utilizing the experience and resources available the EM will structure the right implementation solution, set the right expectations, demonstrate the different products and define the appropriate effort (e.g. costs, project timeline, staffing). Delivery of Proposals and Statements of Work (SOW) are critical deliverables from the EM.
You will thrive here if:
You can operate in a fast-paced, dynamic environment.
You can build partnerships that move our business forward.
You see feedback or failure as motivation to learn and to grow.
You believe data-driven decision making is the norm.
You relate to our core principles and want to work with like-minded sales enablement professionals.

In this role you will:
Define the right Implementation Proposals and Statement of Works according to the customer needs and Pitchers best practices.
Scoping & ownership of all sales demonstrations. Pre and post-sales environment.
Engage with prospects to understand their implementation needs and set expectations correctly with a focus on long-term success.
Work closely with the Services (delivery) Leads to manage the pipeline of opportunities and staffing needs accordingly.
Position other Pitcher Service offers (e.g., modules, support, training) that may be needed for a successful customer experience.

Qualifications

Requirements:
Strong written and verbal communication skills.
5+ years of experience delivering consulting services, including some level of involvement in selling services.
Experience working alongside Sales teams to successfully scope and sell relevant services, resulting in successful business outcomes.
Strong presentation skills - product discussions and sales experience required.
Excellent listening skills to fully understand the customer requirements and pain points.
Ability to engage audiences of varying perception levels (IT and Business).
Team player attitude.
Creative problem solver with keen instincts, organizational experience and the ability to resolve conflict.
4-year degree required.
Ability to travel.

Nice to have:
Some experience working within the Life Sciences, Consumer Goods, Manufacturing & Financial Services sectors.
Sales Enablement or SaaS experience.
Experience with Cloud-based solution deployment and Agile and Scrum methodologies.
Some Project Management experience.

Employment Type
Full-time
Additional Information
Fluency in English (written and spoken) is a must"
"Miller Transport, Inc.",6 days ago,NYC,Trucking Industry - Sales Representative/Dispatch,Dispatching: 5 years (Required)Sales: 5 years (Required)High school or equivalent (Preferred),"$60,000 - $100,000 a year","Specialized Freight - Overdimensional Dispatch and Sales Position We’re looking for a results/commission-driven, highly motivated sales representative/dispatcher to both fulfill typical daily dispatcher functions and tasks as well as actively seek out and engage direct customer prospects.MUST HAVE (do not apply if you don't) experience in the trucking industry locating freight and dispatching trucks! *Essential/Daily FunctionsLook for freight/find loads using your and our existing customers, direct shippers and load boards as needed.Negotiate the best rates and ensure that selected loads are profitable.Answer and disseminate incoming phone calls, e-mails, and text messages in a courteous, professional and timely manner to ensure satisfaction of both internal and external customers.Fill out required paperwork to setup with new customers.Enter loads into ITS as they come in.Dispatch drivers upon finding loads for them.Assist with any driver issues while OTR.Request and follow up on TONU paperwork when loads fall through.Self educate and remain up to date on state and federal licensing registration laws, DOT laws and insurance requirements.Obtain necessary permits to meet state requirements. Ensure that escorts are properly ordered for any loads in which they are necessary.Ensure shipments are not delayed in starting or in route.Be aware of and adhere to all FMCSA regulations.Communicate with supervisory staff with any questions, concerns, or decisions outside of the dispatch scope of duty.Any other relevant assignments as needed and requested by supervisor.SkillsProven several years ( >5 years) of work experience as a sales representative and dispatcher in the Heavy Haul, Specialized Freight, Over-dimensional sectors of the Transportation IndustryExcellent knowledge of MS OfficeExperience and efficiency with ordering OD, OW permits on a regular/daily basisFamiliarity and proficiency with ITS Dispatch, ITS Truckstop, DATHighly motivated and target driven with a proven track record in sales and dispatchExcellent selling, communication and negotiation skillsJob Types: Full-time, ContractPay: $60,000.00 - $100,000.00 per yearSchedule:Monday to FridaySupplemental Pay:Commission payEducation:High school or equivalent (Preferred)Experience:Dispatching: 5 years (Required)Sales: 5 years (Required)Contract Renewal:PossibleWork Location:Fully RemotePaid Training:Reduced PayManagement:Ops ManagerTypical start time:8AMTypical end time:6PMThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousAutonomous/Independent -- enjoys working with little directionHigh stress tolerance -- thrives in a high-pressure environmentCompany's website:https://www.millertrans.comCompany's Facebook page:https://www.facebook.com/millertransportvirginiaBenefit Conditions:Only full-time employees eligibleCOVID-19 Precaution(s):Remote interview processVirtual meetings"
Spine Media,6 days ago,NYC,Verizon Media Buyer (Remote),,NA,"Spine Media, a fast-growing, data-driven, publishing technology company, is looking for an experienced Verizon Media Buyer to join our team. Our ideal candidate is comfortable in a dynamic environment and encourages learning new skills while rolling up your sleeves on projects both big and small.

Job Description:


The role of the Verizon Media Buyer is to flawlessly build, analyze and optimize paid gemini campaigns.

Responsibilities:


Monitor costs and return on investment (ROI)
Maintain the highest level of knowledge and understanding of Verizon's ad ecosystem by staying informed of the latest changes in the ad auction, ad formats, campaign objectives, and bid strategies.
Plan, develop, and implement comprehensive paid media strategies to increase brand visibility & recognition while driving new user acquisition via paid campaigns on Google, Bing & other platforms to ensure profitability.
Compile daily, weekly, monthly, and lifetime reports with key performance metrics (KPI's) to quantify results and communicate findings and insights within the team.
Help with Quality Assurance (QA)/User Acceptance Testing (UAT) operations and enhancement of our proprietary internal Martech platform, optimization algorithms, and automation workflows.
Conducting data analysis, preparing analytical reports, conducting competitive research, building upon current and future strategies to demonstrate data to evolve tactics and continually improve performance
Continually tweak and optimize campaign creative, copy, audiences, and buying tactics to create the best possible outcomes
Help develop operational tools, efficiencies, processes, documentation, and more.
Define the strategy and standard methodologies for audience extension campaigns


Basic Qualifications:


3+ years of experience in digital media buying execution at scale on Verizon
Understands compelling creative and converting ad copy to maximize CTR
Ability to manage and analyze large sets of data
Excellent verbal and written communication skills
Proven track record of retaining paid media accounts and success in growing and scaling campaign budgets in current/previous efforts.


Additional Qualifications:


Self-starter who can balance a wide range of projects, prioritize work assignments, meet deadlines, and work independently in a fast-paced environment
Strong communication skills and the ability to easily collaborate with a variety of colleagues remotely
Strong interest and curiosity in the world of progressive Digital Advertising


Why Spine Media is an Awesome Employer


Early/growth stage company that boasts consistent double-digit month-over-month growth where you can do cool work while having fun
A community of smart, innovative, and passionate thinkers who foster an upbeat culture
Fast-paced environment, solve complex problems, and push the limits of Content Audience Marketing
Competitive salary plus bonus, benefits, flexible vacation policy"
Amrita Singh Jewelry,6 days ago,NYC,E-Commerce Associate,E-commerce: 1 year (Required)Digital marketing: 1 year (Required)Photo editing: 3 years (Required)Graphic design: 3 years (Required)Shopify E-Commerce Platform: 1 year (Required)Customer service: 1 year (Required)US work authorization (Required)NetSuite: 1 year (Preferred),"$30,000 - $45,000 a year","WHO WE ARE: Launched in 2003, Amrita Singh Jewelry has been an online shopping destination for high-quality Fashion Jewelry and Accessories. Based in NoHo, New York City, founder and designer Amrita infuses her fashion-forward pieces with the most beautiful traditions of Indian jewelry. Our company's culture is built on respect for people: we value our people, encourage their development, and reward their performance. We exhibit a strong will to win the marketplace and in every aspect of our business.WHAT WE ARE LOOKING FOR: A FAST-Track Associate to Manager candidate (3-6 months to promotion) who can prove their ability to take control of the E-Commerce business and maintain/increase sales goals using Shopify, and employing successful marketing campaigns.The E-Commerce Associate will be responsible for various daily operations of Amrita Singh Jewelry’s E-Commerce business within the scope of E-mail Marketing and Customer service. The role is for an individual with the motivation and care required for creating a seamless online shopping experience while contributing to the sales growth of the website. Daily tasks include but not limited to Fielding customer inquiries through email, social media, and LiveChat, helping resolve customers inquiries by updating orders, communicating with the distribution team fulfill orders successfully; Design/Edit Graphical content for email promotions and execute email campaigns; strategize and develop social media content fro the brand.WHAT WE WANT YOU TO DO: Quickly and efficiently answer customers via email, phone, and on social media channels.Create and execute E-Mail promotions while maintaining segmented mailing lists.Act as the eyes and ears of the website, in other words, you’ll resolve any customer service issues and troubleshoot user experiences on AmritaSingh.com, and be the first to flag customer-facing issues on our site.Launch and update content including daily site updates, seasonal refreshes, promotional banners, landing pages and various digital marketing projects.Create and edit graphics used throughout various marketing channels, including content for email and social media campaigns.Manage all affiliate marketing on the PepperJam network.Manage social media advertising vendor to ensure successful execution and monitor ROI goals for the company.*WHAT WE WANT TO SEE: 2+ years e-commerce or digital marketing experience2+ years online customer service experience2+ years experience using Shopify E-Commerce platformWorking knowledge of Graphic design concepts and proficiency using Adobe suite - Photoshop / Illustrator / Etc.2+ years of Experience creating graphical content including promotional images and GIFs.Experience with various social media channels such as Facebook, Instagram, Pinterest, etc.Experience with Google Analytics preferredVery strong attention to detailStrong individual problem solving and organizational skillsStrong written and verbal communication skillsStrong understanding of brand development and multichannel marketing conceptsKnowledge of Netsuite ERP/CRM, or similar system is a plus - Preferred 2+ years experience with Netsuite ERP/CRM softwareKnowledge of website design, development concepts, basic HTML is a plusOf course, love for fashion jewelry!Job Type: Full-timePay: $30,000.00 - $45,000.00 per yearBenefits:Employee discountHealth insuranceProfessional development assistanceSchedule:8 hour shiftExperience:E-commerce: 1 year (Required)Digital marketing: 1 year (Required)Photo editing: 3 years (Required)Graphic design: 3 years (Required)Shopify E-Commerce Platform: 1 year (Required)NetSuite: 1 year (Preferred)Customer service: 1 year (Required)Work Location:One locationWork Remotely:YesCOVID-19 Precaution(s):Remote interview processVirtual meetings"
